لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,30,دير القمر - المدرسة المهنية - غرفة رقم 7,121,5,0,116,15,1,2,0,0,0,23,1,42,0,0,0,0,0,0,0,0,1,0,1,13,7,0,18,41,0,0,0,0,0,2,0,1,2,0,23,4,33,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,31,دير القمر - المدرسة المهنية - غرفة رقم 8,186,0,0,186,13,0,0,0,0,3,37,0,55,0,1,0,0,0,0,0,1,0,0,0,17,25,3,39,84,0,1,0,2,3,0,0,2,0,0,25,16,43,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,32,دير القمر - المدرسة المهنية - غرفة رقم 9,95,1,1,94,8,2,0,0,1,2,14,6,33,0,0,0,0,0,0,0,0,0,0,2,5,8,0,13,28,0,0,0,0,0,0,0,1,1,0,21,9,32,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,33,دير دوريت - مركز البلدية - غرفة رقم 1,248,0,3,248,10,7,1,0,0,2,77,10,112,0,0,1,0,0,0,0,1,1,0,0,25,28,9,14,79,0,0,1,0,1,1,0,2,6,0,24,7,40,0,0,0,0,0,1,1,0,11,0,0,11
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,34,دير دوريت - مركز البلدية - غرفة رقم 2,219,2,1,217,8,14,1,0,0,1,55,12,93,0,0,0,0,0,0,0,0,0,0,0,37,32,6,6,81,0,0,0,0,0,0,0,1,7,0,15,7,30,0,1,0,0,0,1,2,0,10,0,0,10
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,35,دير دوريت - مركز البلدية - غرفة رقم 3,269,2,3,267,6,4,5,0,0,1,70,6,98,0,2,0,0,0,0,0,2,0,0,0,25,37,7,17,88,0,0,0,1,1,1,0,6,5,0,37,9,63,0,0,0,0,0,0,0,0,12,0,0,12
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,36,دير دوريت - مركز البلدية - غرفة رقم 4,203,4,1,199,5,9,2,0,0,1,42,5,64,0,1,0,0,0,0,0,2,0,0,0,26,36,4,8,76,0,0,2,1,4,0,0,1,4,0,31,5,42,0,0,0,0,0,4,4,0,6,0,0,6
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,37,عين زحلتا - المدرسة الرسمية - غرفة رقم 1,253,7,0,246,0,0,1,0,0,134,1,17,161,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,20,0,1,1,0,3,20,0,11,1,1,20,5,60,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,38,عين زحلتا - المدرسة الرسمية - غرفة رقم 2,225,5,3,220,3,0,0,0,0,110,11,14,139,0,0,0,0,0,0,0,0,0,0,0,9,7,16,2,35,0,0,1,0,1,10,0,5,0,3,15,8,42,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,39,عين زحلتا - المدرسة الرسمية - غرفة رقم 3,244,1,0,243,0,0,3,0,1,123,2,22,162,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,12,0,0,0,1,2,15,0,12,0,4,29,6,67,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,40,عين زحلتا - المدرسة الرسمية - غرفة رقم 4,240,0,0,240,9,0,1,0,1,114,14,15,159,0,0,0,0,0,0,0,0,0,0,0,5,7,12,3,28,0,0,0,0,1,7,0,11,0,6,20,6,52,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,41,عين زحلتا - مركز البلدية - غرفة رقم 1,227,7,2,220,8,0,0,0,0,2,71,1,82,0,0,0,0,0,0,0,0,0,0,0,17,35,0,1,53,0,0,0,0,0,21,0,5,14,0,32,6,78,0,0,0,1,0,2,3,0,0,2,0,2
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,42,عين زحلتا - مركز البلدية - غرفة رقم 2,211,3,1,208,13,2,0,0,0,1,67,1,87,0,0,0,0,0,0,0,0,0,0,0,19,50,6,4,80,0,0,0,0,0,16,0,0,8,0,10,3,37,0,0,0,0,0,0,0,0,0,3,0,3
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,43,عين قني - دار الاستقبال في البلدة - غرفة رقم 1,222,7,0,215,0,0,0,0,2,6,0,154,168,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,1,2,0,6,0,12,14,2,37,0,0,0,0,0,0,0,1,0,0,0,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,44,عين قني - دار الاستقبال في البلدة - غرفة رقم 2,224,1,1,223,0,0,0,0,0,5,0,158,165,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,1,3,8,0,12,16,5,47,0,0,0,0,0,0,0,4,0,0,0,4
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,45,عين قني - دار الاستقبال في البلدة - غرفة رقم 3,202,1,2,201,0,0,0,0,0,4,2,134,142,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,8,0,0,0,0,0,3,0,10,0,10,15,4,44,0,0,0,0,0,0,0,5,0,0,0,5
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,46,عينبال - دار آل عبد الباقي - غرفة رقم 1,186,3,4,183,0,0,1,0,0,81,8,9,99,0,1,0,0,0,0,0,1,0,0,0,0,0,27,0,27,0,0,0,0,0,1,0,10,0,15,9,17,52,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,47,عينبال - دار آل عبد الباقي - غرفة رقم 2,108,1,0,107,1,0,1,0,0,24,8,3,40,0,0,1,0,0,0,0,1,0,0,0,2,6,29,2,40,0,1,0,1,2,2,0,6,0,3,8,3,23,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,48,عينبال - دار آل عبد الباقي - غرفة رقم 3,189,3,0,186,0,0,0,0,0,68,0,21,93,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,29,0,1,1,0,3,3,1,9,0,6,25,15,61,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,49,عينبال - دار آل عبد الباقي - غرفة رقم 4,131,3,0,128,0,0,0,0,0,31,6,8,49,0,0,0,0,0,0,0,0,0,0,0,1,9,25,3,39,0,0,1,0,2,8,0,6,0,6,12,5,37,0,0,0,1,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,50,غريفه - المدرسة الرسمية - غرفة رقم 1,295,5,1,290,1,0,2,0,1,182,0,12,202,0,0,0,1,0,0,0,1,0,0,0,0,0,29,1,30,0,0,0,0,0,1,0,12,0,13,18,11,56,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,51,غريفه - المدرسة الرسمية - غرفة رقم 2,193,5,1,188,2,0,4,0,3,93,1,7,116,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,28,0,0,1,0,1,0,0,11,1,13,6,11,42,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,52,غريفه - المدرسة الرسمية - غرفة رقم 3,241,9,0,232,1,0,2,0,2,143,1,8,160,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,30,0,0,0,0,1,1,0,8,0,8,9,14,40,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,53,غريفه - المدرسة الرسمية - غرفة رقم 4,300,4,1,296,1,0,2,0,2,166,2,10,191,0,0,0,1,0,0,1,2,0,0,0,0,1,19,1,22,0,0,0,0,1,1,0,25,1,12,21,16,78,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,54,غريفه - المدرسة الرسمية - غرفة رقم 5,231,1,0,230,2,0,0,0,0,115,1,9,139,0,0,0,1,0,0,0,1,0,0,0,0,1,26,1,29,0,0,0,0,1,0,0,16,1,14,15,9,60,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,55,غريفه - المدرسة الرسمية - غرفة رقم 6,254,1,3,253,1,0,3,1,1,141,0,12,166,0,1,0,0,0,0,2,3,0,0,1,0,0,24,0,25,0,0,3,0,5,0,0,16,1,11,13,9,51,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,56,غريفه - المدرسة الرسمية - غرفة رقم 7,180,3,1,177,0,0,0,0,1,63,3,9,76,0,0,0,0,0,0,0,1,0,0,0,4,9,20,2,36,0,0,0,0,0,1,0,9,0,10,28,10,62,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,57,كفر فاقود - المدرسة الرسمية - غرفة رقم 1,313,6,3,307,0,0,3,0,0,1,0,168,176,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,93,0,0,0,0,0,0,0,8,0,6,6,14,35,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,58,كفر فاقود - المدرسة الرسمية - غرفة رقم 2,315,1,7,314,1,0,2,0,0,8,1,139,159,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,91,0,0,1,0,3,0,3,16,0,8,18,8,53,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,59,كفر فاقود - المدرسة الرسمية - غرفة رقم 3,346,12,3,334,0,0,5,0,1,3,1,165,180,0,0,0,0,0,0,1,1,0,0,0,0,0,92,0,96,0,0,1,0,1,0,0,7,0,12,14,18,53,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,60,كفر فاقود - المدرسة الرسمية - غرفة رقم 4,309,3,2,306,0,0,5,0,0,5,1,156,170,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,70,0,0,0,0,1,0,1,12,0,14,15,18,63,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,61,كفرحيم - ثانوية كفرحيم الرسمية - غرفة رقم 1,322,16,8,306,1,0,3,0,2,12,4,148,172,0,2,0,0,0,0,0,2,0,0,0,0,0,50,3,56,0,0,1,1,2,1,0,17,0,21,10,13,64,0,2,0,0,0,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,62,كفرحيم - ثانوية كفرحيم الرسمية - غرفة رقم 2,281,4,2,277,0,0,3,1,0,15,0,110,132,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,0,0,0,0,0,0,1,12,0,13,12,19,60,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,63,كفرحيم - ثانوية كفرحيم الرسمية - غرفة رقم 3,351,7,2,344,0,0,2,0,2,8,1,157,172,0,2,0,0,0,0,0,2,0,0,0,0,0,52,2,54,0,0,2,0,2,1,0,29,0,26,41,9,109,0,3,0,0,0,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,64,كفرحيم - ثانوية كفرحيم الرسمية - غرفة رقم 4,309,2,4,307,1,0,1,1,0,9,2,129,148,0,2,0,0,0,0,0,2,0,0,0,1,1,72,1,76,0,0,2,0,2,0,0,20,0,19,25,8,75,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,65,"الجمهورية الإسلامية الإيرانية، طهران - السفارة اللبنانية في طهران  - غرفة رقم 2",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,66,"Macka Mesleki ve Teknik Anadolu - الجمهورية التركية، اسطنبول
3 غرفة رقم -  Lisesi",21,3,0,18,0,1,0,1,3,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,67,"الجمهورية العراقية، بغداد - السفارة اللبنانية في بغداد - القلم رقم 1",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,68,"الجمهورية العراقية، بغداد - فندق روتانا - القلم رقم 2",24,1,0,23,0,2,1,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,6,0,0,4,0,10,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,69,"الجمهورية العربية السورية، دمشق - السفارة اللبنانية في دمشق  - غرفة رقم 2",245,9,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,233,1,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,70,"الدانمارك، ستوكهولم - HOLSTEBRO - القلم رقم 2",7,0,0,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,71,"المملكة الأردنية الهاشمية، عمان - السفارة اللبنانية في الأردن  - غرفة رقم 1",21,1,0,20,1,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0,2,3,1,11,0,1,0,0,0,0,1,0,0,0,1,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,72,"المملكة العربية السعودية، الرياض - السفارة اللبنانية في الرياض  - غرفة رقم 5",54,0,0,54,0,1,1,0,0,2,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,6,0,14,6,8,34,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,73,"المملكة العربية السعودية، الرياض - السفارة اللبنانية في الرياض  - غرفة رقم 6",271,7,3,264,1,5,1,4,34,6,16,41,112,0,1,1,0,0,1,4,7,0,0,5,2,0,9,0,16,0,4,0,0,4,0,4,47,0,9,24,14,105,0,3,0,0,12,1,16,0,0,0,1,1
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,74,"المملكة العربية السعودية، الرياض - السفارة اللبنانية في الرياض  - غرفة رقم 7",212,8,1,204,1,2,1,0,9,6,25,60,108,0,0,0,0,0,0,2,2,0,0,0,2,1,2,0,5,0,0,0,1,1,1,3,31,1,8,26,15,87,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,75,"المملكة العربية السعودية، جدة - القنصلية العامة في جدة  - غرفة رقم 6",245,5,1,240,1,0,0,7,17,7,14,32,80,0,1,0,0,0,1,10,12,0,0,7,2,0,1,0,10,0,2,0,1,3,2,3,62,0,14,32,7,126,0,3,2,0,1,0,6,0,2,0,0,2
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,76,"المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية، لندن - القنصلية العامة في لندن  - غرفة رقم 3   ",88,3,0,85,0,0,0,1,0,5,12,7,25,0,0,0,0,0,0,1,1,1,0,0,2,0,2,0,5,0,2,1,1,4,1,0,9,1,5,26,6,50,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,77,"الولايات المتحدة الأميركية، واشنطن - Embassy of Lebanon  - غرفة رقم 2",113,4,0,109,2,4,0,0,0,1,14,9,31,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,14,0,0,0,1,1,1,0,12,1,5,26,15,62,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,78,"جمهورية بولندا، فرصوفيا - السفارة اللبنانية في وارسـو - القلم رقم 1",22,0,0,22,0,0,0,0,1,0,2,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,5,0,2,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,79,"جمهورية قبرص، نيقوزيا - السفارة اللبنانية في نيقوسيا - القلم رقم 2",36,0,0,36,0,0,0,1,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,2,0,2,0,0,14,3,25,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,80,"جمهورية كولومبيا، بوغوتا - السفارة اللبنانية في كولومبيا - القلم رقم 1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,81,"جمهورية هنغاريا، بودابست - السفارة اللبنانية في بودابست - القلم رقم 1",16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,82,"دولة الإمارات العربية المتحدة، ابو ظبي - السفارة اللبنانية في أبو ظبي  - غرفة رقم
3",141,3,0,138,1,0,0,0,2,13,15,32,63,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,0,0,3,0,3,0,0,8,0,12,40,6,67,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,83,"دولة الإمارات العربية المتحدة، ابو ظبي - السفارة اللبنانية في أبو ظبي  - غرفة رقم
4",279,6,1,273,1,2,0,1,11,10,27,55,108,0,1,0,0,0,1,1,3,0,0,0,0,5,3,2,10,0,0,0,0,0,3,4,37,0,13,66,21,150,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,84,"دولة الإمارات العربية المتحدة، ابو ظبي - السفارة اللبنانية في أبو ظبي  - غرفة رقم
5",41,1,0,40,0,1,0,0,0,0,13,3,17,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,5,1,1,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,85,"دولة الإمارات العربية المتحدة، دبي - مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 2  ",472,7,0,465,2,8,1,3,6,26,40,58,144,0,0,0,0,0,0,2,2,0,0,0,4,13,5,3,26,0,5,1,0,6,5,5,68,5,20,125,53,281,2,2,0,0,1,1,6,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,86,"دولة قطر، الدوحة - المدرسة اللبنانية في قطر  - غرفة رقم 3",223,1,0,222,3,5,0,1,0,7,30,46,95,0,0,0,0,0,0,2,2,0,0,1,2,5,15,1,24,0,0,2,0,3,2,3,22,1,4,39,24,96,0,0,0,0,2,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,87,"دولة قطر، الدوحة - المدرسة اللبنانية في قطر  - غرفة رقم 4",244,3,0,241,4,3,0,3,12,8,21,39,90,0,0,0,1,0,0,1,2,1,0,1,3,12,3,1,21,0,1,2,1,4,3,2,30,1,10,43,29,119,0,0,0,0,5,0,5,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,88,"رومانيا، بوخارست - السفارة اللبنانية في بوخارست  - غرفة رقم 2",13,0,0,13,0,0,0,0,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,89,"سلطنة عمان، مسقط - المدرسة الُعمانية العالميةInternational School of
Oman- ISO  - غرفة رقم 1",47,1,0,46,0,0,0,0,0,2,2,9,13,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,0,1,2,0,3,1,1,6,1,5,7,3,25,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,90,"لوكسمبورغ، بروكسل - Immeuble Central Parc - القلم رقم 1",19,0,0,19,0,1,0,0,0,0,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,91,"غرفة -  ¨Centro Civic Joan Oliver ¨Pere Quart - مملكة اسبانيا، مدريد
1 رقم",27,0,0,27,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,1,0,3,1,0,8,5,18,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,92,"مملكة البحرين، المنامة - السفارة اللبنانية في مملكة البحرين  - غرفة رقم 1",37,0,0,37,0,0,0,0,0,2,2,4,8,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,5,0,0,0,0,0,0,0,6,0,0,13,4,24,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,93,"مملكة السويد، ستوكهولم - AFAMIA FESTLOKAL  - غرفة رقم 3",26,1,0,25,0,0,0,1,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,1,1,0,2,2,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,94,"مملكة السويد، ستوكهولم - COLOSSEUM  - غرفة رقم 3",70,2,0,68,2,4,0,0,1,0,23,4,35,0,0,0,0,0,0,0,0,1,0,2,1,14,0,0,19,0,0,0,1,1,0,0,5,0,0,6,2,13,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,95,"مملكة السويد، ستوكهولم - MALMO  - غرفة رقم 2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,96,"مملكة السويد، ستوكهولم - START INTRO - القلم رقم 10",12,0,0,12,0,4,0,0,0,0,2,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثالثة في دائرة جبل لبنان 4 - الشوف,97,"4 غرفة رقم -  Ecole Communale de Saint Job - مملكة بلجيكا، بروكسل",130,2,0,128,2,3,0,1,4,0,19,14,44,0,0,0,0,0,0,0,0,0,0,0,1,9,6,0,16,0,5,1,2,8,2,0,14,2,1,32,5,57,0,0,1,0,2,0,3,0,0,0,0,0
