الدائرة,القضاء,القرية,رقم قلم الاقتراع,مركز قلم الاقتراع,الجنس,الطائفة,من سجل,الى سجل
الجنوب ٣,مرجعيون,بليدا,592,مدرسة بليدا المتوسطه الرسمية البناء الجديد غرفة رقم ٦,اناث,شيعي,35,72
الجنوب ٣,مرجعيون,بليدا,593,مدرسة بليدا المتوسطه الرسمية البناء الجديد غرفة رقم ٧,اناث,شيعي,73,106
الجنوب ٣,مرجعيون,بليدا,594,مدرسة بليدا المتوسطه الرسمية البناء الجديد غرفة رقم ٨,اناث,شيعي,107,143
الجنوب ٣,مرجعيون,بليدا,595,مدرسة بليدا المتوسطه الرسمية البناء الجديد غرفة رقم ٩,اناث,شيعي,144,214
الجنوب ٣,مرجعيون,بليدا,595,مدرسة بليدا المتوسطه الرسمية البناء الجديد غرفة رقم ٩,ذكور,شيعي,142,187
الجنوب ٣,مرجعيون,بني حيان,596,مدرسة بني حيان الرسمية غرفة رقم ١,ذكور,شيعي,1,31
الجنوب ٣,مرجعيون,بني حيان,597,مدرسة بني حيان الرسمية غرفة رقم ٢,اناث,شيعي,1,32
الجنوب ٣,مرجعيون,بني حيان,598,مدرسة بني حيان الرسمية غرفة رقم ٣,اناث,شيعي,33,56
الجنوب ٣,مرجعيون,بني حيان,598,مدرسة بني حيان الرسمية غرفة رقم ٣,ذكور,شيعي,32,52
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,اناث,روم ارثوذكس,1,77
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,ذكور,روم ارثوذكس,1,72
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,اناث,روم كاثوليك,1,8
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,ذكور,روم كاثوليك,1,1
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,اناث,سني,10,10
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,ذكور,سني,10,10
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,اناث,ماروني,3,13
الجنوب ٣,مرجعيون,بويضة,599,كنيسة مار الياس غرفة رقم ١,ذكور,ماروني,3,13
الجنوب ٣,مرجعيون,تولين,600,الثانوية الرسمية الجديدة غرفة رقم ١,ذكور,شيعي,1,55
الجنوب ٣,مرجعيون,تولين,601,الثانوية الرسمية الجديدة غرفة رقم ٢,ذكور,شيعي,56,113
الجنوب ٣,مرجعيون,تولين,602,الثانوية الرسمية الجديدة غرفة رقم ٣,اناث,شيعي,1,55
الجنوب ٣,مرجعيون,تولين,603,الثانوية الرسمية الجديدة غرفة رقم ٤,اناث,شيعي,56,113
الجنوب ٣,مرجعيون,حولا,604,المدرسة التكميلية الرسمية الجديدة غرفة رقم ١,ذكور,شيعي,1,49
الجنوب ٣,مرجعيون,حولا,605,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٢,ذكور,شيعي,50,112
الجنوب ٣,مرجعيون,حولا,606,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٣,ذكور,شيعي,113,164
الجنوب ٣,مرجعيون,حولا,607,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٤,ذكور,شيعي,165,211
الجنوب ٣,مرجعيون,حولا,608,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٥,ذكور,شيعي,212,321
الجنوب ٣,مرجعيون,حولا,609,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٦,اناث,شيعي,1,48
الجنوب ٣,مرجعيون,حولا,610,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٧,اناث,شيعي,49,111
الجنوب ٣,مرجعيون,حولا,611,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٨,اناث,شيعي,112,163
الجنوب ٣,مرجعيون,حولا,612,المدرسة التكميلية الرسمية الجديدة غرفة رقم ٩,اناث,شيعي,164,211
الجنوب ٣,مرجعيون,حولا,613,المدرسة التكميلية الرسمية الجديدة غرفة رقم ١٠,اناث,شيعي,212,321
الجنوب ٣,مرجعيون,دبين,614,المدرسة المتوسطة الرسمية غرفة رقم ١,ذكور,شيعي,1,60
الجنوب ٣,مرجعيون,دبين,615,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,روم ارثوذكس,3,24
الجنوب ٣,مرجعيون,دبين,615,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,1,1
الجنوب ٣,مرجعيون,دبين,615,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,سني,1,13
الجنوب ٣,مرجعيون,دبين,615,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,شيعي,62,151
الجنوب ٣,مرجعيون,دبين,615,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,ماروني,1,1
الجنوب ٣,مرجعيون,دبين,616,المدرسة المتوسطة الرسمية غرفة رقم ٣,اناث,شيعي,1,60
الجنوب ٣,مرجعيون,دبين,617,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,روم ارثوذكس,1,25
الجنوب ٣,مرجعيون,دبين,617,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,روم كاثوليك,1,1
الجنوب ٣,مرجعيون,دبين,617,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,سني,1,13
الجنوب ٣,مرجعيون,دبين,617,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,شيعي,62,150
الجنوب ٣,مرجعيون,دبين,617,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,ماروني,1,1
الجنوب ٣,مرجعيون,دير سريان,618,المدرسة الابتدائية الرسمية غرفة رقم ١,ذكور,شيعي,1,72
الجنوب ٣,مرجعيون,دير سريان,619,المدرسة الابتدائية الرسمية غرفة رقم ٢,اناث,شيعي,1,72
الجنوب ٣,مرجعيون,دير ميماس,620,المدرسة الابتدائية غرفة رقم ١,ذكور,روم ارثوذكس,1,109
الجنوب ٣,مرجعيون,دير ميماس,621,المدرسة الابتدائية غرفة رقم ٢,ذكور,روم ارثوذكس,110,180
الجنوب ٣,مرجعيون,دير ميماس,621,المدرسة الابتدائية غرفة رقم ٢,اناث,روم كاثوليك,1,119
الجنوب ٣,مرجعيون,دير ميماس,621,المدرسة الابتدائية غرفة رقم ٢,ذكور,شيعي,1,1
الجنوب ٣,مرجعيون,دير ميماس,622,المدرسة الابتدائية غرفة رقم ٣,اناث,روم ارثوذكس,1,102
الجنوب ٣,مرجعيون,دير ميماس,623,المدرسة الابتدائية غرفة رقم ٤,اناث,روم ارثوذكس,104,171
الجنوب ٣,مرجعيون,دير ميماس,623,المدرسة الابتدائية غرفة رقم ٤,ذكور,روم كاثوليك,1,122
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,اناث,انجيلي,2,72
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,ذكور,انجيلي,2,79
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,اناث,سريان كاثوليك,2,3
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,ذكور,سريان كاثوليك,2,4
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,اناث,شيعي,1,1
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,اناث,لاتين,1,14
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,ذكور,لاتين,1,14
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,اناث,ماروني,1,15
الجنوب ٣,مرجعيون,دير ميماس,624,المدرسة الابتدائية غرفة رقم ٥,ذكور,ماروني,1,15
الجنوب ٣,مرجعيون,رب ثلاثين,625,المدرسة الابتدائية الرسمية غرفة رقم ١,ذكور,شيعي,1,21
الجنوب ٣,مرجعيون,رب ثلاثين,626,المدرسة الابتدائية الرسمية غرفة رقم ٢,ذكور,شيعي,22,68
الجنوب ٣,مرجعيون,رب ثلاثين,627,المدرسة الابتدائية الرسمية غرفة رقم ٣,اناث,شيعي,1,21
الجنوب ٣,مرجعيون,رب ثلاثين,628,المدرسة الابتدائية الرسمية غرفة رقم ٤,اناث,شيعي,22,68
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,اناث,سني,1,10
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,ذكور,سني,1,9
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,اناث,شيعي,1,1
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,ذكور,شيعي,1,1
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,اناث,ماروني,1,39
الجنوب ٣,مرجعيون,سرده والعمره,629,مكتب مطران مرجعيون في البلدة غرفة رقم ١,ذكور,ماروني,1,39
الجنوب ٣,مرجعيون,صوانه,630,المدرسة الرسمية غرفة رقم ١,ذكور,شيعي,1,28
الجنوب ٣,مرجعيون,صوانه,631,المدرسة الرسمية غرفة رقم ٢,اناث,شيعي,1,33
الجنوب ٣,مرجعيون,صوانه,632,المدرسة الرسمية غرفة رقم ٣,اناث,شيعي,34,67
الجنوب ٣,مرجعيون,صوانه,632,المدرسة الرسمية غرفة رقم ٣,ذكور,شيعي,29,67
الجنوب ٣,مرجعيون,طلوسه,633,المدرسة الابتدائية غرفة رقم ١,ذكور,شيعي,1,35
الجنوب ٣,مرجعيون,طلوسه,634,المدرسة الابتدائية غرفة رقم ٢,اناث,شيعي,1,41
الجنوب ٣,مرجعيون,طلوسه,635,المدرسة الابتدائية غرفة رقم ٣,اناث,شيعي,42,62
الجنوب ٣,مرجعيون,طلوسه,635,المدرسة الابتدائية غرفة رقم ٣,ذكور,شيعي,36,62
الجنوب ٣,مرجعيون,عدشيت,636,المتوسطة الرسمية غرفة رقم ١,ذكور,شيعي,1,39
الجنوب ٣,مرجعيون,عدشيت,637,المتوسطة الرسمية غرفة رقم ٢,اناث,شيعي,1,39
الجنوب ٣,مرجعيون,عديسه,638,المدرسة المتوسطة الرسمية غرفة رقم ١,ذكور,شيعي,1,46
الجنوب ٣,مرجعيون,عديسه,639,المدرسة المتوسطة الرسمية غرفة رقم ٢,ذكور,شيعي,47,103
الجنوب ٣,مرجعيون,عديسه,640,المدرسة المتوسطة الرسمية غرفة رقم ٣,ذكور,شيعي,104,184
الجنوب ٣,مرجعيون,عديسه,641,المدرسة المتوسطة الرسمية غرفة رقم ٤,اناث,شيعي,1,44
الجنوب ٣,مرجعيون,عديسه,642,المدرسة المتوسطة الرسمية غرفة رقم ٥,اناث,شيعي,45,97
الجنوب ٣,مرجعيون,عديسه,643,المدرسة المتوسطة الرسمية غرفة رقم ٦,اناث,شيعي,98,174
الجنوب ٣,مرجعيون,عديسه,644,المدرسة المتوسطة الرسمية غرفة رقم ٧,اناث,شيعي,175,241
الجنوب ٣,مرجعيون,عديسه,644,المدرسة المتوسطة الرسمية غرفة رقم ٧,ذكور,شيعي,185,236
الجنوب ٣,مرجعيون,علمان,645,بيت جاهز قرب خزان الماء مدخل البلدة غرفة رقم ١,اناث,شيعي,1,5
الجنوب ٣,مرجعيون,علمان,645,بيت جاهز قرب خزان الماء مدخل البلدة غرفة رقم ١,ذكور,شيعي,1,5
الجنوب ٣,مرجعيون,علمان,645,بيت جاهز قرب خزان الماء مدخل البلدة غرفة رقم ١,اناث,ماروني,2,2
الجنوب ٣,مرجعيون,علمان,645,بيت جاهز قرب خزان الماء مدخل البلدة غرفة رقم ١,ذكور,ماروني,2,2
الجنوب ٣,مرجعيون,عين عرب,646,المدرسة المتوسطة الرسمية غرفة رقم ١,اناث,سني,1,27
الجنوب ٣,مرجعيون,عين عرب,646,المدرسة المتوسطة الرسمية غرفة رقم ١,ذكور,سني,1,27
الجنوب ٣,مرجعيون,عين عرب,646,المدرسة المتوسطة الرسمية غرفة رقم ١,اناث,شيعي,17,17
الجنوب ٣,مرجعيون,قبريخا,647,متوسطة الامام موسى الصدر الرسمية غرفة رقم ١,ذكور,شيعي,5,39
الجنوب ٣,مرجعيون,قبريخا,648,متوسطة الامام موسى الصدر الرسمية غرفة رقم ٢,ذكور,شيعي,41,79
الجنوب ٣,مرجعيون,قبريخا,649,متوسطة الامام موسى الصدر الرسمية غرفة رقم ٣,اناث,شيعي,5,43
الجنوب ٣,مرجعيون,قبريخا,650,متوسطة الامام موسى الصدر الرسمية غرفة رقم ٤,اناث,شيعي,45,83
